Block_ID,VRR_Frequency,Size_Degree,Duration,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Response
8,2.0,16,0.4,0.039999999999999994,16,1,1,1
8,2.0,16,0.4,0.039999999999999994,17,1,1,1
8,2.0,16,0.4,0.039999999999999994,18,1,1,1
8,2.0,16,0.4,0.039999999999999994,19,0,1,0
8,2.0,16,0.4,0.039999999999999994,20,0,1,0
8,2.0,16,0.4,0.039999999999999994,21,1,1,1
8,2.0,16,0.4,0.039999999999999994,22,0,1,0
8,2.0,16,0.4,0.039999999999999994,23,1,1,1
8,2.0,16,0.4,0.039999999999999994,24,0,1,0
8,2.0,16,0.4,0.039999999999999994,25,1,1,1
8,2.0,16,0.4,0.039999999999999994,26,1,1,1
8,2.0,16,0.4,0.039999999999999994,27,0,1,0
8,2.0,16,0.4,0.039999999999999994,28,0,1,0
8,2.0,16,0.4,0.039999999999999994,29,1,1,1
9,0.5,16,0.1,0.08549999999999996,0,1,1,1
9,0.5,16,0.1,0.10084458788900234,1,1,1,1
9,0.5,16,0.1,0.10376876902154587,2,1,1,1
9,0.5,16,0.1,0.10658923043788222,3,0,1,0
9,0.5,16,0.1,0.09784612589405435,4,0,1,0
9,0.5,16,0.1,0.08805959414609082,5,1,0,0
9,0.5,16,0.1,0.07550030726250981,6,0,1,0
9,0.5,16,0.1,0.06049019976748727,7,1,0,0
9,0.5,16,0.1,0.04044986767466213,8,0,1,0
9,0.5,16,0.1,0.039999999999999994,9,0,1,0
9,0.5,16,0.1,0.039999999999999994,10,0,0,1
9,0.5,16,0.1,0.039999999999999994,11,0,1,0
9,0.5,16,0.1,0.039999999999999994,12,1,1,1
9,0.5,16,0.1,0.039999999999999994,13,0,0,1
9,0.5,16,0.1,0.039999999999999994,14,0,1,0
9,0.5,16,0.1,0.039999999999999994,15,0,0,1
9,0.5,16,0.1,0.039999999999999994,16,0,1,0
9,0.5,16,0.1,0.039999999999999994,17,0,1,0
9,0.5,16,0.1,0.039999999999999994,18,0,1,0
9,0.5,16,0.1,0.039999999999999994,19,0,0,1
9,0.5,16,0.1,0.039999999999999994,20,1,1,1
9,0.5,16,0.1,0.039999999999999994,21,1,1,1
9,0.5,16,0.1,0.039999999999999994,22,0,1,0
9,0.5,16,0.1,0.039999999999999994,23,1,0,0
9,0.5,16,0.1,0.039999999999999994,24,1,1,1
9,0.5,16,0.1,0.039999999999999994,25,1,1,1
9,0.5,16,0.1,0.039999999999999994,26,1,0,0
9,0.5,16,0.1,0.039999999999999994,27,1,0,0
9,0.5,16,0.1,0.039999999999999994,28,0,1,0
9,0.5,16,0.1,0.039999999999999994,29,1,1,1
10,8.0,16,0.8,0.10675,0,0,1,0
10,8.0,16,0.8,0.10860393090670602,1,0,1,0
10,8.0,16,0.8,0.09907950601150618,2,0,0,1
10,8.0,16,0.8,0.10245748129921659,3,1,1,1
10,8.0,16,0.8,0.10578137378576398,4,1,1,1
10,8.0,16,0.8,0.1087244081868294,5,1,1,1
10,8.0,16,0.8,0.11142502180550455,6,0,1,0
10,8.0,16,0.8,0.10265926346567132,7,1,1,1
10,8.0,16,0.8,0.10595387389904647,8,1,1,1
10,8.0,16,0.8,0.10884424078619331,9,0,1,0
10,8.0,16,0.8,0.09954345030726651,10,1,1,1
10,8.0,16,0.8,0.10285959170920371,11,1,1,1
10,8.0,16,0.8,0.10612553789130105,12,0,1,0
10,8.0,16,0.8,0.09642593850420823,13,0,0,1
10,8.0,16,0.8,0.09977223796836421,14,1,1,1
10,8.0,16,0.8,0.10305846842520361,15,0,1,0
10,8.0,16,0.8,0.0932982340418419,16,1,1,1
10,8.0,16,0.8,0.09668405717502736,17,0,0,1
10,8.0,16,0.8,0.09999893376849767,18,1,1,1
10,8.0,16,0.8,0.10325589752267011,19,1,1,1
10,8.0,16,0.8,0.10646629844976692,20,0,0,1
10,8.0,16,0.8,0.10919962469886096,21,0,0,1
10,8.0,16,0.8,0.11178802317981416,22,0,1,0
10,8.0,16,0.8,0.10345188427398408,23,1,1,1
10,8.0,16,0.8,0.10663537068294715,24,1,0,0
10,8.0,16,0.8,0.09719203746533282,25,0,0,1
10,8.0,16,0.8,0.10044614699736043,26,0,0,1
10,8.0,16,0.8,0.10364643517792518,27,0,0,1
10,8.0,16,0.8,0.10679594727144458,28,1,1,1
10,8.0,16,0.8,0.10943291625387593,29,0,0,1
11,0.5,16,0.4,0.08549999999999996,0,1,0,0
11,0.5,16,0.4,0.08790437822362433,1,1,1,1
11,0.5,16,0.4,0.09139285725183882,2,0,1,0
11,0.5,16,0.4,0.07980562055625208,3,1,1,1
11,0.5,16,0.4,0.08423132946803921,4,1,0,0
11,0.5,16,0.4,0.07067327062873356,5,1,1,1
11,0.5,16,0.4,0.07550030726250982,6,1,1,1
11,0.5,16,0.4,0.08007771535774069,7,1,0,0
11,0.5,16,0.4,0.06597590427366422,8,0,1,0
11,0.5,16,0.4,0.04838355354821666,9,1,1,1
11,0.5,16,0.4,0.05508771271199014,10,1,1,1
11,0.5,16,0.4,0.06102059755032007,11,0,1,0
11,0.5,16,0.4,0.04147261250682902,12,0,1,0
11,0.5,16,0.4,0.039999999999999994,13,1,1,1
11,0.5,16,0.4,0.039999999999999994,14,1,1,1
11,0.5,16,0.4,0.039999999999999994,15,0,1,0
11,0.5,16,0.4,0.039999999999999994,16,1,1,1
11,0.5,16,0.4,0.039999999999999994,17,0,0,1
11,0.5,16,0.4,0.039999999999999994,18,1,0,0
11,0.5,16,0.4,0.039999999999999994,19,0,0,1
11,0.5,16,0.4,0.039999999999999994,20,0,0,1
11,0.5,16,0.4,0.039999999999999994,21,1,0,0
11,0.5,16,0.4,0.039999999999999994,22,0,1,0
11,0.5,16,0.4,0.039999999999999994,23,1,1,1
11,0.5,16,0.4,0.039999999999999994,24,0,1,0
11,0.5,16,0.4,0.039999999999999994,25,1,1,1
11,0.5,16,0.4,0.039999999999999994,26,0,1,0
11,0.5,16,0.4,0.039999999999999994,27,1,1,1
11,0.5,16,0.4,0.039999999999999994,28,0,1,0
11,0.5,16,0.4,0.039999999999999994,29,1,1,1
12,8.0,16,0.2,0.10675,0,0,0,1
12,8.0,16,0.2,0.11894485100381245,1,0,0,1
12,8.0,16,0.2,0.12135598040174227,2,1,0,0
12,8.0,16,0.2,0.11396159546556212,3,0,0,1
12,8.0,16,0.2,0.11649889224958865,4,0,1,0
12,8.0,16,0.2,0.10872440818682942,5,1,0,0
12,8.0,16,0.2,0.09931254724960786,6,0,1,0
12,8.0,16,0.2,0.08916292961531075,7,0,0,1
12,8.0,16,0.2,0.09271028713004005,8,1,1,1
12,8.0,16,0.2,0.09616500573224908,9,1,0,0
12,8.0,16,0.2,0.08587968803011775,10,0,1,0
12,8.0,16,0.2,0.0746539094329536,11,0,1,0
12,8.0,16,0.2,0.0616694061105322,12,1,0,0
12,8.0,16,0.2,0.043145367691759605,13,1,0,0
12,8.0,16,0.2,0.039999999999999994,14,0,1,0
12,8.0,16,0.2,0.039999999999999994,15,0,1,0
12,8.0,16,0.2,0.039999999999999994,16,0,1,0
12,8.0,16,0.2,0.039999999999999994,17,1,1,1
12,8.0,16,0.2,0.039999999999999994,18,0,1,0
12,8.0,16,0.2,0.039999999999999994,19,1,1,1
12,8.0,16,0.2,0.039999999999999994,20,0,0,1
12,8.0,16,0.2,0.039999999999999994,21,0,0,1
12,8.0,16,0.2,0.039999999999999994,22,1,1,1
12,8.0,16,0.2,0.039999999999999994,23,0,0,1
12,8.0,16,0.2,0.039999999999999994,24,1,1,1
12,8.0,16,0.2,0.039999999999999994,25,0,0,1
12,8.0,16,0.2,0.039999999999999994,26,1,1,1
12,8.0,16,0.2,0.039999999999999994,27,1,1,1
12,8.0,16,0.2,0.039999999999999994,28,0,0,1
12,8.0,16,0.2,0.039999999999999994,29,1,1,1
13,0.5,16,0.8,0.08549999999999996,0,1,1,1
13,0.5,16,0.8,0.10084458788900234,1,1,0,0
13,0.5,16,0.8,0.0913928572518388,2,1,1,1
13,0.5,16,0.8,0.09469802896423665,3,1,1,1
13,0.5,16,0.8,0.09784612589405435,4,0,1,0
13,0.5,16,0.8,0.0880595941460908,5,1,1,1
13,0.5,16,0.8,0.09150821583565007,6,0,1,0
13,0.5,16,0.8,0.08007771535774062,7,1,1,1
13,0.5,16,0.8,0.08445791714138635,8,0,1,0
13,0.5,16,0.8,0.07105316617509021,9,0,1,0
13,0.5,16,0.8,0.05508771271199007,10,1,1,1
13,0.5,16,0.8,0.06102059755032003,11,1,0,0
13,0.5,16,0.8,0.04147261250682902,12,0,1,0
13,0.5,16,0.8,0.039999999999999994,13,0,1,0
13,0.5,16,0.8,0.039999999999999994,14,1,1,1
13,0.5,16,0.8,0.039999999999999994,15,0,1,0
13,0.5,16,0.8,0.039999999999999994,16,0,0,1
13,0.5,16,0.8,0.039999999999999994,17,1,1,1
13,0.5,16,0.8,0.039999999999999994,18,1,1,1
13,0.5,16,0.8,0.039999999999999994,19,0,1,0
13,0.5,16,0.8,0.039999999999999994,20,1,1,1
13,0.5,16,0.8,0.039999999999999994,21,0,1,0
13,0.5,16,0.8,0.039999999999999994,22,0,0,1
13,0.5,16,0.8,0.039999999999999994,23,0,1,0
13,0.5,16,0.8,0.039999999999999994,24,1,1,1
13,0.5,16,0.8,0.039999999999999994,25,0,1,0
13,0.5,16,0.8,0.039999999999999994,26,1,1,1
13,0.5,16,0.8,0.039999999999999994,27,0,0,1
13,0.5,16,0.8,0.039999999999999994,28,1,1,1
13,0.5,16,0.8,0.039999999999999994,29,0,1,0
14,8.0,16,1.6,0.10675,0,0,0,1
14,8.0,16,1.6,0.11894485100381245,1,1,1,1
14,8.0,16,1.6,0.12135598040174227,2,1,1,1
14,8.0,16,1.6,0.12370423486468683,3,0,0,1
14,8.0,16,1.6,0.12599735756518157,4,0,0,1
14,8.0,16,1.6,0.12824237419115933,5,1,1,1
14,8.0,16,1.6,0.13044570515454476,6,0,1,0
14,8.0,16,1.6,0.12366902950804161,7,0,0,1
14,8.0,16,1.6,0.12594001156000748,8,1,1,1
14,8.0,16,1.6,0.12816353082025037,9,0,1,0
14,8.0,16,1.6,0.12133328975748815,10,0,1,0
14,8.0,16,1.6,0.1140891025140749,11,0,1,0
14,8.0,16,1.6,0.10612553789130105,12,1,1,1
14,8.0,16,1.6,0.1089634028168708,13,1,1,1
14,8.0,16,1.6,0.11160684400492654,14,0,0,1
14,8.0,16,1.6,0.11415344630651016,15,1,1,1
14,8.0,16,1.6,0.11661439259244814,16,0,1,0
14,8.0,16,1.6,0.10908187104811223,17,1,1,1
14,8.0,16,1.6,0.11169753176199798,18,1,1,1
14,8.0,16,1.6,0.11421811461720972,19,0,0,1
14,8.0,16,1.6,0.11665452541246954,20,1,1,1
14,8.0,16,1.6,0.11901639124620028,21,1,1,1
14,8.0,16,1.6,0.12131228407190518,22,0,0,1
14,8.0,16,1.6,0.12354989753159519,23,0,1,0
14,8.0,16,1.6,0.11669537303241968,24,0,0,1
14,8.0,16,1.6,0.11903436411155334,25,1,1,1
14,8.0,16,1.6,0.12130841327763389,26,0,1,0
14,8.0,16,1.6,0.11434823808811782,27,1,1,1
14,8.0,16,1.6,0.11673687997241428,28,1,1,1
14,8.0,16,1.6,0.11905339533950896,29,0,0,1
15,0.5,16,1.6,0.08549999999999996,0,1,1,1
15,0.5,16,1.6,0.10084458788900234,1,1,1,1
15,0.5,16,1.6,0.10376876902154587,2,1,0,0
15,0.5,16,1.6,0.09469802896423665,3,0,0,1
15,0.5,16,1.6,0.09784612589405435,4,1,1,1
15,0.5,16,1.6,0.10085874160428131,5,1,0,0
15,0.5,16,1.6,0.09150821583565007,6,1,1,1
15,0.5,16,1.6,0.0947773641488431,7,1,0,0
15,0.5,16,1.6,0.08445791714138635,8,1,1,1
15,0.5,16,1.6,0.08821385873844176,9,0,1,0
15,0.5,16,1.6,0.07582078414276491,10,0,0,1
15,0.5,16,1.6,0.0803473882933311,11,0,0,1
15,0.5,16,1.6,0.08468312244112558,12,1,1,1
15,0.5,16,1.6,0.08836714133935317,13,0,1,0
15,0.5,16,1.6,0.07613760423174479,14,1,1,1
15,0.5,16,1.6,0.08061465757973169,15,1,1,1
15,0.5,16,1.6,0.08490693191470253,16,1,1,1
15,0.5,16,1.6,0.08851941476504163,17,1,0,0
15,0.5,16,1.6,0.07645082955446961,18,0,0,1
15,0.5,16,1.6,0.08087954307361551,19,0,1,0
15,0.5,16,1.6,0.06728619954775193,20,0,1,0
15,0.5,16,1.6,0.05065978860473071,21,1,1,1
15,0.5,16,1.6,0.05693060607672489,22,1,1,1
15,0.5,16,1.6,0.06255113933858662,23,1,1,1
15,0.5,16,1.6,0.06770896788183592,24,0,0,1
15,0.5,16,1.6,0.0725211538535071,25,1,1,1
15,0.5,16,1.6,0.07706674234097886,26,1,1,1
15,0.5,16,1.6,0.0814022490990381,27,0,0,1
15,0.5,16,1.6,0.08555996133337537,28,1,1,1
