Block_ID,VRR_Frequency,Size_Degree,Gabor_Frequency,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Response
3,8,16,2.0,0.0941393795688305,3,1,1,1
3,8,16,2.0,0.09643722440572984,4,0,0,1
3,8,16,2.0,0.09867006480263804,5,1,1,1
3,8,16,2.0,0.10084543985584671,6,1,1,1
3,8,16,2.0,0.1029700616821264,7,1,1,1
3,8,16,2.0,0.10504995382729898,8,0,1,0
3,8,16,2.0,0.09862304025219601,9,0,0,1
3,8,16,2.0,0.10078324789745152,10,0,0,1
3,8,16,2.0,0.10289323058842431,11,0,0,1
3,8,16,2.0,0.1049589205647038,12,1,0,0
3,8,16,2.0,0.0985775496337283,13,1,0,0
3,8,16,2.0,0.09177906914268749,14,0,1,0
3,8,16,2.0,0.08435776942950536,15,1,1,1
3,8,16,2.0,0.08693101169466176,16,0,1,0
3,8,16,2.0,0.07895498260086055,17,1,1,1
3,8,16,2.0,0.08175335345443796,18,1,1,1
3,8,16,2.0,0.08442065864451417,19,1,1,1
3,8,16,2.0,0.08697364312400921,20,0,1,0
3,8,16,2.0,0.07906337611064115,21,1,1,1
3,8,16,2.0,0.08183796523762138,22,1,1,1
3,8,16,2.0,0.08448357440888872,23,0,0,1
3,8,16,2.0,0.08701657405053027,24,0,1,0
3,8,16,2.0,0.07917112706345815,25,1,1,1
3,8,16,2.0,0.08192228291375463,26,0,1,0
3,8,16,2.0,0.07336749162850517,27,0,0,1
3,8,16,2.0,0.07640634943180938,28,0,1,0
3,8,16,2.0,0.06689313256355328,29,1,1,1
4,8,16,0.5,0.13500000000000006,0,1,0,0
4,8,16,0.5,0.14050936883290266,1,1,1,1
4,8,16,0.5,0.14197319645344664,2,0,0,1
4,8,16,0.5,0.14340796802455005,3,1,1,1
4,8,16,0.5,0.1448164184484382,4,0,1,0
4,8,16,0.5,0.1405645669998565,5,1,0,0
4,8,16,0.5,0.1360955824981625,6,1,1,1
4,8,16,0.5,0.13763990333700943,7,0,1,0
4,8,16,0.5,0.13267318471355774,8,1,1,1
4,8,16,0.5,0.1345427672112054,9,0,1,0
4,8,16,0.5,0.12911294063651538,10,1,1,1
4,8,16,0.5,0.13095340160255237,11,0,1,0
4,8,16,0.5,0.1256178552914461,12,1,1,1
4,8,16,0.5,0.1274372680597159,13,1,0,0
4,8,16,0.5,0.1221721268689436,14,1,1,1
4,8,16,0.5,0.12397863554959974,15,1,1,1
4,8,16,0.5,0.12578527290640093,16,1,1,1
4,8,16,0.5,0.1275943718664597,17,1,1,1
4,8,16,0.5,0.12940819398199854,18,0,0,1
4,8,16,0.5,0.13122893993925747,19,0,0,1
4,8,16,0.5,0.13305875901534459,20,0,0,1
4,8,16,0.5,0.13489975763718381,21,1,1,1
4,8,16,0.5,0.13645092794173236,22,0,1,0
4,8,16,0.5,0.13136531614769567,23,1,1,1
4,8,16,0.5,0.13318572901292416,24,0,1,0
4,8,16,0.5,0.12790485407226093,25,1,1,1
4,8,16,0.5,0.1296991143983229,26,0,1,0
4,8,16,0.5,0.12450330408197643,27,0,0,1
4,8,16,0.5,0.1262790937949636,28,0,1,0
4,8,16,0.5,0.12114567718083175,29,0,0,1
