Block_ID,VRR_Frequency,Size_Degree,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Eccentricity,Response
2,8,4,0.06847560780913078,25,0,0,20,1
2,8,4,0.07172574438496652,26,0,1,20,0
2,8,4,0.061439395964027615,27,1,1,20,1
2,8,4,0.06515747105831766,28,1,1,20,1
2,8,4,0.06860304940702286,29,0,1,20,0
2,8,4,0.05762620044568785,30,1,1,20,1
2,8,4,0.06163692877429827,31,0,0,20,1
2,8,4,0.06531672605267394,32,1,1,20,1
2,8,4,0.06872964048189974,33,1,1,20,1
2,8,4,0.07192237386314902,34,0,1,20,0
2,8,4,0.06183237106303026,35,0,0,20,1
2,8,4,0.06547459057808429,36,0,0,20,1
2,8,4,0.06885537931364578,37,1,1,20,1
2,8,4,0.07202006161806072,38,0,1,20,0
2,8,4,0.062025751823751245,39,1,1,20,1
3,8,4,0.0499999999999999,0,0,0,15,1
3,8,4,0.07856438104541812,1,1,1,15,1
3,8,4,0.08141261792411335,2,0,1,15,0
3,8,4,0.07249118633927412,3,1,0,15,0
3,8,4,0.061944266699283,4,1,1,15,1
3,8,4,0.0657462262336709,5,1,1,15,1
3,8,4,0.06927028304131692,6,0,0,15,1
3,8,4,0.07256617251714621,7,0,0,15,1
3,8,4,0.07567135504885343,8,0,0,15,1
3,8,4,0.07861493945515605,9,1,0,15,0
3,8,4,0.06937407286313796,10,1,1,15,1
3,8,4,0.0726412359110277,11,1,1,15,1
3,8,4,0.07572085125202052,12,1,1,15,1
3,8,4,0.07864134263337827,13,1,0,15,0
3,8,4,0.06947749663541433,14,1,1,15,1
3,8,4,0.07271635136570624,15,0,0,15,1
3,8,4,0.07577074832903474,16,1,0,15,0
3,8,4,0.06615349957458451,17,1,1,15,1
3,8,4,0.06958053839541227,18,1,0,15,0
3,8,4,0.058666078039486536,19,1,1,15,1
3,8,4,0.06263520439822011,20,1,1,15,1
3,8,4,0.06628747510447937,21,1,1,15,1
3,8,4,0.06968318333660846,22,0,0,15,1
3,8,4,0.07286664465828589,23,1,1,15,1
3,8,4,0.0758716271788751,24,0,1,15,0
3,8,4,0.066420552992496,25,0,0,15,1
3,8,4,0.06978541774198084,26,0,1,15,0
3,8,4,0.059086937312200855,27,0,0,15,1
3,8,4,0.06297149650729988,28,1,1,15,1
3,8,4,0.06655273055664652,29,1,1,15,1
3,8,4,0.06988722892124458,30,0,1,15,0
3,8,4,0.059293908993876335,31,1,1,15,1
3,8,4,0.06313738940367801,32,1,1,15,1
3,8,4,0.06668400585489971,33,1,1,15,1
3,8,4,0.06998860515177904,34,0,0,15,1
3,8,4,0.07309192170054064,35,0,1,15,0
3,8,4,0.0633017967457107,36,1,1,15,1
3,8,4,0.06681437763377876,37,1,1,15,1
3,8,4,0.07008953562301755,38,1,0,15,0
3,8,4,0.05970110530903643,39,0,0,15,1
4,8,4,0.07250000000000004,0,0,0,0,1
4,8,4,0.09354206730708176,1,1,1,0,1
4,8,4,0.09586782707248727,2,0,0,0,1
4,8,4,0.09812116838098434,3,0,0,0,1
4,8,4,0.1003103004069755,4,0,0,0,1
4,8,4,0.10244249097743695,5,1,1,0,1
4,8,4,0.10452422775799274,6,0,0,0,1
4,8,4,0.10656134628291342,7,1,1,0,1
4,8,4,0.10855913287756505,8,0,0,0,1
4,8,4,0.11052240830834914,9,1,1,0,1
4,8,4,0.11245559645629297,10,0,0,0,1
4,8,4,0.11435046173324187,11,0,0,0,1
4,8,4,0.11622394412473723,12,0,0,0,1
4,8,4,0.11807949646015081,13,1,0,0,0
4,8,4,0.11274869103155982,14,0,0,0,1
4,8,4,0.11462755053932083,15,1,1,0,1
4,8,4,0.1164858652734433,16,0,1,0,0
4,8,4,0.11115147114219222,17,0,0,0,1
4,8,4,0.11305037731439527,18,0,0,0,1
4,8,4,0.11491314533148242,19,0,1,0,0
4,8,4,0.10957012676251937,20,1,1,0,1
4,8,4,0.11147866090436694,21,0,0,0,1
4,8,4,0.1133603151098496,22,1,0,0,0
4,8,4,0.1080037269166731,23,1,1,0,1
4,8,4,0.1099236368645648,24,0,0,0,1
4,8,4,0.11181380916375049,25,1,1,0,1
4,8,4,0.11367816781511696,26,1,1,0,1
4,8,4,0.11550858043027658,27,0,0,0,1
4,8,4,0.1173209764701608,28,0,0,0,1
4,8,4,0.11911847178436077,29,1,1,0,1
4,8,4,0.12090400832654047,30,1,1,0,1
4,8,4,0.12268037681591977,31,0,1,0,0
4,8,4,0.11756967144261524,32,1,0,0,0
4,8,4,0.11240807099756112,33,0,0,0,1
4,8,4,0.11422918919681717,34,0,0,0,1
4,8,4,0.11603058296348961,35,0,0,0,1
4,8,4,0.11781540855537222,36,1,1,0,1
4,8,4,0.11958663863296466,37,0,0,0,1
4,8,4,0.12134708606758995,38,1,1,0,1
4,8,4,0.12309942458019552,39,1,1,0,1
5,8,4,0.05149999999999997,0,0,0,30,1
5,8,4,0.07944630272708926,1,1,1,30,1
5,8,4,0.08225806952803884,2,0,1,30,0
5,8,4,0.07346124929476182,3,1,1,30,1
5,8,4,0.07654500707902301,4,1,0,30,0
5,8,4,0.06683484372763089,5,1,1,30,1
5,8,4,0.07029386991616075,6,0,0,30,1
5,8,4,0.07353505012624095,7,1,0,30,0
5,8,4,0.06328314228377487,8,1,0,30,0
5,8,4,0.05002428311095631,9,0,0,30,1
5,8,4,0.05513361940730462,10,1,1,30,1
5,8,4,0.05949122220006103,11,0,0,30,1
5,8,4,0.06345283304927793,12,0,1,30,0
5,8,4,0.05041481441001896,13,0,0,30,1
5,8,4,0.05539698678931125,14,0,0,30,1
5,8,4,0.05970213058774319,15,1,1,30,1
5,8,4,0.06362103545605945,16,0,0,30,1
5,8,4,0.06723422193806769,17,1,1,30,1
5,8,4,0.07059873773646269,18,0,0,30,1
5,8,4,0.07375682672153576,19,0,1,30,0
5,8,4,0.06378775950278316,20,0,0,30,1
5,8,4,0.06736562299394985,21,1,1,30,1
5,8,4,0.07069961159686973,22,1,0,30,0
5,8,4,0.06011709313712118,23,1,1,30,1
5,8,4,0.0639530156370514,24,1,1,30,1
5,8,4,0.0674961546597627,25,1,0,30,0
5,8,4,0.05616664394647191,26,1,1,30,1
5,8,4,0.06032121161875919,27,0,0,30,1
5,8,4,0.06411681470834636,28,1,1,30,1
5,8,4,0.06762581401572246,29,1,1,30,1
5,8,4,0.07090015306934716,30,0,1,30,0
5,8,4,0.06052313056686851,31,0,0,30,1
5,8,4,0.06427916792454173,32,1,1,30,1
5,8,4,0.06775459887186,33,1,1,30,1
5,8,4,0.07099979650127536,34,1,1,30,1
5,8,4,0.07405256195429279,35,0,0,30,1
5,8,4,0.07694217797215945,36,0,1,30,0
5,8,4,0.06788250771782182,37,0,1,30,0
5,8,4,0.05690703345147157,38,1,1,30,1
5,8,4,0.060920494739587536,39,0,0,30,1
6,8,4,0.054499999999999986,0,0,0,10,1
6,8,4,0.08126700018917757,1,0,0,10,1
6,8,4,0.08400607173214097,2,1,1,10,1
6,8,4,0.08663427911955257,3,1,1,10,1
6,8,4,0.08916579272154432,4,1,1,10,1
6,8,4,0.09161265199580376,5,0,0,10,1
6,8,4,0.093985215110131,6,0,0,10,1
6,8,4,0.09629249419399542,7,1,1,10,1
6,8,4,0.0985424100139148,8,1,0,10,0
6,8,4,0.09156124495089375,9,0,0,10,1
6,8,4,0.09391753247424843,10,0,1,10,0
6,8,4,0.0866031219381272,11,0,0,10,1
6,8,4,0.08909865044695814,12,0,0,10,1
6,8,4,0.09151150982372994,13,1,0,10,0
6,8,4,0.08401839126811118,14,1,1,10,1
6,8,4,0.08658936858051114,15,0,0,10,1
6,8,4,0.08906723052282921,16,1,0,10,0
6,8,4,0.08136693191327067,17,1,1,10,1
6,8,4,0.08402440668776784,18,1,1,10,1
6,8,4,0.08657677408080672,19,1,1,10,1
6,8,4,0.0890371819573028,20,1,0,10,0
6,8,4,0.08139359984661376,21,0,0,10,1
6,8,4,0.08403131260143794,22,0,1,10,0
6,8,4,0.07581426271003097,23,0,0,10,1
6,8,4,0.07868529211491769,24,1,1,10,1
6,8,4,0.08142087575275622,25,1,0,10,0
6,8,4,0.07288272077145438,26,0,0,10,1
6,8,4,0.0758859089083952,27,0,0,10,1
6,8,4,0.078734042534188,28,0,0,10,1
6,8,4,0.08144872908365872,29,1,1,10,1
6,8,4,0.08404765311614591,30,0,0,10,1
6,8,4,0.0865455378663782,31,0,0,10,1
6,8,4,0.08895482372819913,32,0,1,10,0
6,8,4,0.08147713059598395,33,0,0,10,1
6,8,4,0.08405701987023924,34,1,1,10,1
6,8,4,0.08653718060611,35,1,0,10,0
6,8,4,0.0788323610934927,36,1,1,10,1
6,8,4,0.08150605229091294,37,0,1,10,0
6,8,4,0.07317146486334139,38,0,0,10,1
6,8,4,0.07610061740097156,39,0,0,10,1
