Block_ID,VRR_Frequency,Size_Degree,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Eccentricity,Response
3,8,4,0.078614939455156,9,1,0,15,0
3,8,4,0.0693740728631379,10,1,1,15,1
3,8,4,0.0726412359110277,11,1,1,15,1
3,8,4,0.0757208512520205,12,1,1,15,1
3,8,4,0.0786413426333782,13,1,0,15,0
3,8,4,0.0694774966354143,14,1,1,15,1
3,8,4,0.0727163513657062,15,0,0,15,1
3,8,4,0.0757707483290347,16,1,0,15,0
3,8,4,0.0661534995745845,17,1,1,15,1
3,8,4,0.0695805383954122,18,1,0,15,0
3,8,4,0.0586660780394865,19,1,1,15,1
3,8,4,0.0626352043982201,20,1,1,15,1
3,8,4,0.0662874751044793,21,1,1,15,1
3,8,4,0.0696831833366084,22,0,0,15,1
3,8,4,0.0728666446582858,23,1,1,15,1
3,8,4,0.0758716271788751,24,0,1,15,0
3,8,4,0.066420552992496,25,0,0,15,1
3,8,4,0.0697854177419808,26,0,1,15,0
3,8,4,0.0590869373122008,27,0,0,15,1
3,8,4,0.0629714965072998,28,1,1,15,1
3,8,4,0.0665527305566465,29,1,1,15,1
3,8,4,0.0698872289212445,30,0,1,15,0
3,8,4,0.0592939089938763,31,1,1,15,1
3,8,4,0.063137389403678,32,1,1,15,1
3,8,4,0.0666840058548997,33,1,1,15,1
3,8,4,0.069988605151779,34,0,0,15,1
3,8,4,0.0730919217005406,35,0,1,15,0
3,8,4,0.0633017967457107,36,1,1,15,1
3,8,4,0.0668143776337787,37,1,1,15,1
3,8,4,0.0700895356230175,38,1,0,15,0
3,8,4,0.0597011053090364,39,0,0,15,1
2,8,4,0.0528457074170849,0,0,1,20,0
2,8,4,0.0676932846338854,1,0,0,20,1
2,8,4,0.0711267078186684,2,0,1,20,0
2,8,4,0.0602086384753202,3,0,0,20,1
2,8,4,0.0641721657901719,4,0,1,20,0
2,8,4,0.0510333795382286,5,0,0,20,1
2,8,4,0.0561164459856834,6,0,0,20,1
2,8,4,0.0604193390526813,7,1,1,20,1
2,8,4,0.0643399759209925,8,1,0,20,0
2,8,4,0.0514163667895049,9,1,1,20,1
2,8,4,0.0563762581129369,10,1,1,20,1
2,8,4,0.0606277693895457,11,1,1,20,1
2,8,4,0.0645063369930852,12,1,1,20,1
2,8,4,0.0680882074465653,13,1,1,20,1
2,8,4,0.0714278382972903,14,0,1,20,0
2,8,4,0.0608339600296545,15,1,1,20,1
2,8,4,0.0646712576580679,16,1,1,20,1
2,8,4,0.0682181833305199,17,1,1,20,1
2,8,4,0.0715275183032271,18,1,0,20,0
2,8,4,0.061037941310054,19,0,0,20,1
2,8,4,0.0648347470761699,20,0,0,20,1
2,8,4,0.0683473180796621,21,1,1,20,1
2,8,4,0.0716268248119443,22,1,1,20,1
2,8,4,0.0747116484179742,23,1,1,20,1
2,8,4,0.0776315108311106,24,0,1,20,0
2,8,4,0.0684756078091307,25,0,0,20,1
2,8,4,0.0717257443849665,26,0,1,20,0
2,8,4,0.0614393959640276,27,1,1,20,1
2,8,4,0.0651574710583176,28,1,1,20,1
2,8,4,0.0686030494070228,29,0,1,20,0
2,8,4,0.0576262004456878,30,1,1,20,1
2,8,4,0.0616369287742982,31,0,0,20,1
2,8,4,0.0653167260526739,32,1,1,20,1
2,8,4,0.0687296404818997,33,1,1,20,1
2,8,4,0.071922373863149,34,0,1,20,0
2,8,4,0.0618323710630302,35,0,0,20,1
2,8,4,0.0654745905780842,36,0,0,20,1
2,8,4,0.0688553793136457,37,1,1,20,1
2,8,4,0.0720200616180607,38,0,1,20,0
2,8,4,0.0620257518237512,39,1,1,20,1
0,8,4,0.0610817115435872,0,0,0,25,1
0,8,4,0.0855063468457914,1,0,0,25,1
0,8,4,0.0880886205102437,2,0,0,25,1
0,8,4,0.090575831829923,3,0,1,25,0
0,8,4,0.0828589994364848,4,0,0,25,1
0,8,4,0.0855288345174793,5,0,1,25,0
0,8,4,0.0772230500661937,6,1,0,25,0
0,8,4,0.0675816146979055,7,1,0,25,0
0,8,4,0.0547230614684778,8,1,1,25,1
0,8,4,0.0598858351569671,9,0,0,25,1
0,8,4,0.0640798887110984,10,0,0,25,1
0,8,4,0.0677639092025559,11,1,0,25,0
0,8,4,0.0550960148493927,12,1,1,25,1
0,8,4,0.0602010051409824,13,0,0,25,1
0,8,4,0.0642999506337839,14,1,1,25,1
0,8,4,0.0679444056130919,15,1,1,25,1
0,8,4,0.0713310991702999,16,0,0,25,1
0,8,4,0.0745036713568651,17,1,1,25,1
0,8,4,0.0774955249734908,18,0,1,25,0
0,8,4,0.06812312400015,19,1,1,25,1
0,8,4,0.0714764896604135,20,1,1,25,1
0,8,4,0.0746198688840848,21,1,0,25,0
0,8,4,0.0647324918824172,22,0,0,25,1
0,8,4,0.0683000844765405,23,1,1,25,1
0,8,4,0.0716206997785786,24,1,1,25,1
0,8,4,0.0747353518827769,25,0,1,25,0
0,8,4,0.0649450525912358,26,0,1,25,0
0,8,4,0.0512133435023379,27,1,1,25,1
0,8,4,0.0565408036152894,28,0,0,25,1
0,8,4,0.0613733195305046,29,1,1,25,1
0,8,4,0.0651551930962651,30,0,1,25,0
0,8,4,0.0516288201720789,31,1,1,25,1
0,8,4,0.0568908597626255,32,0,0,25,1
0,8,4,0.0616235812579598,33,0,0,25,1
0,8,4,0.0653629523235736,34,0,0,25,1
0,8,4,0.0688206196384809,35,0,1,25,0
0,8,4,0.0572366892510947,36,1,1,25,1
0,8,4,0.0618706202924773,37,0,1,25,0
0,8,4,0.0467504263012672,38,1,1,25,1
0,8,4,0.0524414493695894,39,1,1,25,1
5,8,4,0.0514999999999999,0,0,0,30,1
5,8,4,0.0794463027270892,1,1,1,30,1
5,8,4,0.0822580695280388,2,0,1,30,0
5,8,4,0.0734612492947618,3,1,1,30,1
5,8,4,0.076545007079023,4,1,0,30,0
5,8,4,0.0668348437276308,5,1,1,30,1
5,8,4,0.0702938699161607,6,0,0,30,1
5,8,4,0.0735350501262409,7,1,0,30,0
5,8,4,0.0632831422837748,8,1,0,30,0
5,8,4,0.0500242831109563,9,0,0,30,1
5,8,4,0.0551336194073046,10,1,1,30,1
5,8,4,0.059491222200061,11,0,0,30,1
5,8,4,0.0634528330492779,12,0,1,30,0
5,8,4,0.0504148144100189,13,0,0,30,1
5,8,4,0.0553969867893112,14,0,0,30,1
5,8,4,0.0597021305877431,15,1,1,30,1
5,8,4,0.0636210354560594,16,0,0,30,1
5,8,4,0.0672342219380676,17,1,1,30,1
5,8,4,0.0705987377364626,18,0,0,30,1
5,8,4,0.0737568267215357,19,0,1,30,0
5,8,4,0.0637877595027831,20,0,0,30,1
5,8,4,0.0673656229939498,21,1,1,30,1
5,8,4,0.0706996115968697,22,1,0,30,0
5,8,4,0.0601170931371211,23,1,1,30,1
5,8,4,0.0639530156370514,24,1,1,30,1
5,8,4,0.0674961546597627,25,1,0,30,0
5,8,4,0.0561666439464719,26,1,1,30,1
5,8,4,0.0603212116187591,27,0,0,30,1
5,8,4,0.0641168147083463,28,1,1,30,1
5,8,4,0.0676258140157224,29,1,1,30,1
5,8,4,0.0709001530693471,30,0,1,30,0
5,8,4,0.0605231305668685,31,0,0,30,1
5,8,4,0.0642791679245417,32,1,1,30,1
5,8,4,0.06775459887186,33,1,1,30,1
5,8,4,0.0709997965012753,34,1,1,30,1
5,8,4,0.0740525619542927,35,0,0,30,1
5,8,4,0.0769421779721594,36,0,1,30,0
5,8,4,0.0678825077178218,37,0,1,30,0
5,8,4,0.0569070334514715,38,1,1,30,1
5,8,4,0.0609204947395875,39,0,0,30,1
